item	entity
1967	1967
881	881
209	209
3007	3007
1968	1968
1411	1411
487	487
2065	2065
2727	2727
882	882
488	488
733	733
2870	2870
2216	2216
3404	3404
1969	1969
1412	1412
71	71
2066	2066
3275	3275
2485	2485
2217	2217
1970	1970
3907	3907
72	72
3276	3276
2486	2486
3758	3758
3516	3516
1971	1971
1151	1151
2363	2363
3908	3908
3155	3155
2487	2487
1539	1539
734	734
884	884
489	489
2067	2067
3909	3909
3759	3759
1972	1972
1671	1671
1413	1413
2728	2728
3910	3910
1541	1541
1973	1973
3760	3760
2488	2488
2871	2871
3911	3911
2068	2068
1542	1542
2364	2364
3008	3008
609	609
2872	2872
2599	2599
361	361
3405	3405
1543	1543
1672	1672
3156	3156
2600	2600
1544	1544
3010	3010
3406	3406
211	211
1673	1673
1874	1874
3011	3011
1545	1545
74	74
212	212
1875	1875
3012	3012
3517	3517
736	736
2873	2873
1546	1546
3763	3763
3408	3408
213	213
2729	2729
3013	3013
2874	2874
737	737
3518	3518
3279	3279
1414	1414
2730	2730
3014	3014
2875	2875
3519	3519
3765	3765
75	75
3912	3912
215	215
610	610
362	362
2605	2605
3520	3520
2489	2489
1264	1264
3015	3015
2732	2732
490	490
742	742
2606	2606
2366	2366
743	743
2607	2607
216	216
3913	3913
611	611
1674	1674
1416	1416
491	491
2069	2069
3914	3914
492	492
612	612
2070	2070
1265	1265
3915	3915
1675	1675
2071	2071
3766	3766
745	745
493	493
3409	3409
3916	3916
3767	3767
2072	2072
3016	3016
2876	2876
746	746
494	494
3410	3410
1547	1547
1417	1417
3768	3768
3017	3017
2733	2733
2219	2219
747	747
495	495
1419	1419
3769	3769
2734	2734
3157	3157
76	76
1266	1266
3522	3522
979	979
980	980
1420	1420
885	885
3159	3159
1548	1548
1153	1153
78	78
3160	3160
1676	1676
1267	1267
3770	3770
3282	3282
2735	2735
613	613
3771	3771
3283	3283
2877	2877
1677	1677
1268	1268
2367	2367
2490	2490
3018	3018
3284	3284
2878	2878
748	748
496	496
2368	2368
3917	3917
1678	1678
886	886
3019	3019
1550	1550
749	749
3918	3918
2369	2369
1679	1679
3020	3020
2610	2610
3161	3161
750	750
887	887
3919	3919
1269	1269
2370	2370
1680	1680
79	79
2073	2073
3162	3162
888	888
2881	2881
3920	3920
1681	1681
3021	3021
1421	1421
3524	3524
497	497
3163	3163
981	981
1157	1157
889	889
2882	2882
81	81
1422	1422
498	498
2611	2611
1974	1974
3164	3164
2883	2883
1423	1423
82	82
614	614
2737	2737
3773	3773
1975	1975
891	891
2371	2371
2884	2884
615	615
2075	2075
2738	2738
3774	3774
3412	3412
751	751
1976	1976
2491	2491
1160	1160
2372	2372
1551	1551
84	84
2076	2076
616	616
2739	2739
364	364
499	499
3285	3285
2612	2612
3165	3165
2221	2221
2492	2492
752	752
2740	2740
500	500
2613	2613
365	365
3775	3775
618	618
753	753
1552	1552
3022	3022
3921	3921
982	982
1977	1977
2077	2077
892	892
3776	3776
86	86
3023	3023
3286	3286
983	983
3922	3922
1978	1978
893	893
366	366
2615	2615
87	87
1554	1554
2373	2373
1979	1979
894	894
1270	1270
984	984
1682	1682
1162	1162
1980	1980
3777	3777
1163	1163
985	985
986	986
1164	1164
217	217
1271	1271
2222	2222
88	88
218	218
895	895
2886	2886
3778	3778
367	367
2078	2078
3287	3287
2494	2494
2887	2887
1981	1981
3288	3288
3923	3923
2888	2888
3024	3024
1683	1683
501	501
3779	3779
3653	3653
2889	2889
1272	1272
3025	3025
3525	3525
2375	2375
3654	3654
754	754
896	896
2496	2496
2497	2497
3413	3413
2498	2498
2616	2616
1555	1555
3526	3526
2890	2890
3414	3414
1556	1556
2891	2891
1685	1685
3656	3656
2500	2500
2892	2892
3781	3781
3924	3924
2893	2893
3925	3925
621	621
3782	3782
3926	3926
3783	3783
2376	2376
2501	2501
1686	1686
3927	3927
2377	2377
987	987
1273	1273
897	897
2741	2741
3928	3928
219	219
988	988
2502	2502
502	502
3026	3026
898	898
1274	1274
1557	1557
220	220
3929	3929
989	989
899	899
503	503
3417	3417
3527	3527
2504	2504
626	626
990	990
2743	2743
900	900
3528	3528
2617	2617
1166	1166
2744	2744
991	991
2894	2894
1982	1982
1687	1687
1561	1561
368	368
89	89
3930	3930
1167	1167
992	992
2895	2895
3657	3657
755	755
90	90
3784	3784
369	369
2896	2896
222	222
92	92
901	901
2378	2378
1983	1983
3028	3028
2379	2379
3658	3658
93	93
3529	3529
2505	2505
1984	1984
3029	3029
2380	2380
2898	2898
902	902
993	993
3659	3659
94	94
1275	1275
2079	2079
504	504
1985	1985
627	627
3030	3030
2381	2381
903	903
2506	2506
2745	2745
2226	2226
1276	1276
1986	1986
3031	3031
223	223
2618	2618
628	628
2507	2507
1562	1562
2382	2382
759	759
1168	1168
3032	3032
224	224
1563	1563
3785	3785
3419	3419
2383	2383
95	95
3033	3033
3530	3530
2900	2900
2080	2080
371	371
1564	1564
904	904
1688	1688
3420	3420
2384	2384
96	96
3531	3531
3291	3291
1565	1565
905	905
1689	1689
994	994
3932	3932
372	372
3421	3421
2385	2385
629	629
1690	1690
1278	1278
373	373
3422	3422
3786	3786
3660	3660
225	225
2387	2387
1693	1693
3293	3293
760	760
996	996
1424	1424
1987	1987
227	227
1279	1279
630	630
2081	2081
505	505
1425	1425
2620	2620
3661	3661
3788	3788
1280	1280
228	228
631	631
2508	2508
3662	3662
3789	3789
2749	2749
3294	3294
229	229
1169	1169
2509	2509
1694	1694
1426	1426
1988	1988
3663	3663
2750	2750
230	230
1170	1170
2510	2510
633	633
1989	1989
3664	3664
374	374
1171	1171
2901	2901
2227	2227
634	634
3034	3034
375	375
1990	1990
506	506
635	635
1172	1172
3534	3534
376	376
1281	1281
761	761
3665	3665
3667	3667
997	997
2751	2751
636	636
637	637
2752	2752
998	998
638	638
2753	2753
1173	1173
999	999
2228	2228
639	639
3790	3790
1174	1174
762	762
3535	3535
1175	1175
1000	1000
3668	3668
3536	3536
3669	3669
2622	2622
3537	3537
3670	3670
2623	2623
3791	3791
1177	1177
640	640
377	377
1002	1002
3671	3671
2624	2624
3792	3792
1282	1282
378	378
641	641
2229	2229
1427	1427
1003	1003
231	231
2082	2082
1695	1695
3035	3035
3934	3934
507	507
98	98
2230	2230
1004	1004
1428	1428
2389	2389
2626	2626
2083	2083
3036	3036
1005	1005
99	99
2390	2390
1566	1566
379	379
2084	2084
233	233
907	907
100	100
2391	2391
764	764
1567	1567
380	380
2755	2755
234	234
101	101
3538	3538
2627	2627
381	381
235	235
102	102
3672	3672
3539	3539
2628	2628
1991	1991
236	236
908	908
3673	3673
2511	2511
1696	1696
3540	3540
3793	3793
2902	2902
1283	1283
2085	2085
1992	1992
237	237
3674	3674
645	645
3541	3541
2903	2903
2086	2086
1993	1993
238	238
508	508
1430	1430
647	647
2756	2756
1698	1698
1431	1431
1006	1006
1284	1284
3675	3675
2232	2232
765	765
103	103
1568	1568
2233	2233
1569	1569
104	104
2629	2629
1285	1285
3676	3676
766	766
2234	2234
1570	1570
105	105
2513	2513
1286	1286
239	239
767	767
3936	3936
2514	2514
509	509
2087	2087
2235	2235
2631	2631
909	909
107	107
2757	2757
648	648
3677	3677
1994	1994
1701	1701
510	510
2515	2515
3794	3794
2236	2236
3543	3543
382	382
108	108
3678	3678
1995	1995
1007	1007
1432	1432
2904	2904
383	383
2516	2516
240	240
3544	3544
1996	1996
1008	1008
2905	2905
1573	1573
2088	2088
241	241
1287	1287
1702	1702
3795	3795
2906	2906
2237	2237
2089	2089
242	242
1288	1288
1703	1703
650	650
2238	2238
2758	2758
110	110
243	243
1289	1289
3937	3937
910	910
3679	3679
1009	1009
1290	1290
244	244
511	511
3680	3680
2240	2240
2090	2090
1291	1291
2633	2633
245	245
1704	1704
3681	3681
2091	2091
384	384
246	246
3545	3545
1997	1997
513	513
1010	1010
777	777
2092	2092
385	385
1433	1433
111	111
247	247
2517	2517
3938	3938
1574	1574
1998	1998
1011	1011
778	778
2907	2907
514	514
3797	3797
248	248
1012	1012
2518	2518
3939	3939
1575	1575
386	386
2759	2759
1999	1999
515	515
113	113
249	249
3940	3940
387	387
3798	3798
114	114
516	516
250	250
2093	2093
3546	3546
779	779
2241	2241
2761	2761
912	912
2094	2094
115	115
1292	1292
3547	3547
1013	1013
2634	2634
2242	2242
3941	3941
2762	2762
